position_id,wk_file,wk_rank,wr_file,wr_rank,bk_file,bk_rank,wk_square,wr_square,bk_square,fen,target_raw,target_depth,target_bucket,bk_edge_dist,bk_corner_dist,bk_center_dist,wk_bk_chebyshev,wr_bk_manhattan,wk_wr_chebyshev,wk_bk_euclidean,wr_bk_euclidean,wr_bk_aligned,wk_support_close,bk_on_edge,bk_in_corner
11202,3,2,5,2,1,8,c2,e2,a8,k7/8/8/8/8/8/2K1R3/8 w - - 0 1,eleven,11,win_10_plus,0,0,3,6,10,2,6.324555320336759,7.211102550927978,0,0,1,1
11203,3,2,5,2,2,7,c2,e2,b7,8/1k6/8/8/8/8/2K1R3/8 w - - 0 1,eleven,11,win_10_plus,1,1,2,5,8,2,5.0990195135927845,5.830951894845301,0,0,0,0
11204,3,2,5,2,2,8,c2,e2,b8,1k6/8/8/8/8/8/2K1R3/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,6,9,2,6.082762530298219,6.708203932499369,0,0,1,0
11205,3,2,5,2,3,8,c2,e2,c8,2k5/8/8/8/8/8/2K1R3/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,6,8,2,6.0,6.324555320336759,0,0,1,0
11206,3,2,5,2,4,8,c2,e2,d8,3k4/8/8/8/8/8/2K1R3/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,6,7,2,6.082762530298219,6.082762530298219,0,0,1,0
11207,3,2,5,2,8,8,c2,e2,h8,7k/8/8/8/8/8/2K1R3/8 w - - 0 1,eleven,11,win_10_plus,0,0,3,6,9,2,7.810249675906654,6.708203932499369,0,0,1,1
11208,3,2,5,3,2,7,c2,e3,b7,8/1k6/8/8/8/4R3/2K5/8 w - - 0 1,eleven,11,win_10_plus,1,1,2,5,7,2,5.0990195135927845,5.0,0,0,0,0
11209,3,2,5,3,2,8,c2,e3,b8,1k6/8/8/8/8/4R3/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,6,8,2,6.082762530298219,5.830951894845301,0,0,1,0
11210,3,2,5,3,3,8,c2,e3,c8,2k5/8/8/8/8/4R3/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,6,7,2,6.0,5.385164807134504,0,0,1,0
11211,3,2,5,3,4,8,c2,e3,d8,3k4/8/8/8/8/4R3/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,6,6,2,6.082762530298219,5.0990195135927845,0,0,1,0
11212,3,2,5,4,1,4,c2,e4,a4,8/8/8/8/k3R3/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,2,4,2,2.8284271247461903,4.0,1,1,1,0
11213,3,2,5,4,1,5,c2,e4,a5,8/8/8/k7/4R3/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,3,5,2,3.605551275463989,4.123105625617661,0,0,1,0
11214,3,2,5,4,1,6,c2,e4,a6,8/8/k7/8/4R3/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,4,6,2,4.47213595499958,4.47213595499958,0,0,1,0
11215,3,2,5,4,2,7,c2,e4,b7,8/1k6/8/8/4R3/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,1,1,2,5,6,2,5.0990195135927845,4.242640687119285,0,0,0,0
11216,3,2,5,4,2,8,c2,e4,b8,1k6/8/8/8/4R3/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,6,7,2,6.082762530298219,5.0,0,0,1,0
11217,3,2,5,4,3,8,c2,e4,c8,2k5/8/8/8/4R3/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,6,6,2,6.0,4.47213595499958,0,0,1,0
11218,3,2,5,4,4,8,c2,e4,d8,3k4/8/8/8/4R3/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,6,5,2,6.082762530298219,4.123105625617661,0,0,1,0
11219,3,2,5,4,5,8,c2,e4,e8,4k3/8/8/8/4R3/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,6,4,2,6.324555320336759,4.0,1,0,1,0
11220,3,2,5,4,6,6,c2,e4,f6,8/8/5k2/8/4R3/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,2,2,1,4,3,2,5.0,2.23606797749979,0,0,0,0
11221,3,2,5,4,6,7,c2,e4,f7,8/5k2/8/8/4R3/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,1,2,2,5,4,2,5.830951894845301,3.1622776601683795,0,0,0,0
11222,3,2,5,4,6,8,c2,e4,f8,5k2/8/8/8/4R3/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,6,5,2,6.708203932499369,4.123105625617661,0,0,1,0
11223,3,2,5,4,7,4,c2,e4,g4,8/8/8/8/4R1k1/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,1,3,2,4,2,2,4.47213595499958,2.0,1,0,0,0
11224,3,2,5,4,7,5,c2,e4,g5,8/8/8/6k1/4R3/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,1,3,2,4,3,2,5.0,2.23606797749979,0,0,0,0
11225,3,2,5,4,7,6,c2,e4,g6,8/8/6k1/8/4R3/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,1,2,2,4,4,2,5.656854249492381,2.8284271247461903,0,0,0,0
11226,3,2,5,4,7,7,c2,e4,g7,8/6k1/8/8/4R3/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,1,1,2,5,5,2,6.4031242374328485,3.605551275463989,0,0,0,0
11227,3,2,5,4,7,8,c2,e4,g8,6k1/8/8/8/4R3/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,6,6,2,7.211102550927978,4.47213595499958,0,0,1,0
11228,3,2,5,4,8,4,c2,e4,h4,8/8/8/8/4R2k/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,5,3,2,5.385164807134504,3.0,1,0,1,0
11229,3,2,5,4,8,5,c2,e4,h5,8/8/8/7k/4R3/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,5,4,2,5.830951894845301,3.1622776601683795,0,0,1,0
11230,3,2,5,4,8,6,c2,e4,h6,8/8/7k/8/4R3/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,5,5,2,6.4031242374328485,3.605551275463989,0,0,1,0
11231,3,2,5,4,8,7,c2,e4,h7,8/7k/8/8/4R3/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,5,6,2,7.0710678118654755,4.242640687119285,0,0,1,0
11232,3,2,5,4,8,8,c2,e4,h8,7k/8/8/8/4R3/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,0,3,6,7,2,7.810249675906654,5.0,0,0,1,1
11233,3,2,5,5,1,5,c2,e5,a5,8/8/8/k3R3/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,3,4,3,3.605551275463989,4.0,1,0,1,0
11234,3,2,5,5,1,6,c2,e5,a6,8/8/k7/4R3/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,4,5,3,4.47213595499958,4.123105625617661,0,0,1,0
11235,3,2,5,5,1,7,c2,e5,a7,8/k7/8/4R3/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,5,6,3,5.385164807134504,4.47213595499958,0,0,1,0
11236,3,2,5,5,2,6,c2,e5,b6,8/8/1k6/4R3/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,1,2,2,4,4,3,4.123105625617661,3.1622776601683795,0,0,0,0
11237,3,2,5,5,2,7,c2,e5,b7,8/1k6/8/4R3/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,1,1,2,5,5,3,5.0990195135927845,3.605551275463989,0,0,0,0
11238,3,2,5,5,2,8,c2,e5,b8,1k6/8/8/4R3/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,6,6,3,6.082762530298219,4.242640687119285,0,0,1,0
11239,3,2,5,5,3,8,c2,e5,c8,2k5/8/8/4R3/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,6,5,3,6.0,3.605551275463989,0,0,1,0
11240,3,2,5,5,4,8,c2,e5,d8,3k4/8/8/4R3/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,6,4,3,6.082762530298219,3.1622776601683795,0,0,1,0
11241,3,2,5,5,5,8,c2,e5,e8,4k3/8/8/4R3/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,6,3,3,6.324555320336759,3.0,1,0,1,0
11242,3,2,5,6,1,3,c2,e6,a3,8/8/4R3/8/8/k7/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,2,7,4,2.23606797749979,5.0,0,1,1,0
11243,3,2,5,6,1,7,c2,e6,a7,8/k7/4R3/8/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,5,5,4,5.385164807134504,4.123105625617661,0,0,1,0
11244,3,2,5,6,1,8,c2,e6,a8,k7/8/4R3/8/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,0,3,6,6,4,6.324555320336759,4.47213595499958,0,0,1,1
11245,3,2,5,6,8,7,c2,e6,h7,8/7k/4R3/8/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,5,4,4,7.0710678118654755,3.1622776601683795,0,0,1,0
11246,3,2,5,6,8,8,c2,e6,h8,7k/8/4R3/8/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,0,3,6,5,4,7.810249675906654,3.605551275463989,0,0,1,1
11247,3,2,5,8,8,8,c2,e8,h8,4R2k/8/8/8/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,0,3,6,3,6,7.810249675906654,3.0,1,0,1,1
11248,3,2,6,1,1,6,c2,f1,a6,8/8/k7/8/8/8/2K5/5R2 w - - 0 1,eleven,11,win_10_plus,0,2,3,4,10,3,4.47213595499958,7.0710678118654755,0,0,1,0
11249,3,2,6,1,1,7,c2,f1,a7,8/k7/8/8/8/8/2K5/5R2 w - - 0 1,eleven,11,win_10_plus,0,1,3,5,11,3,5.385164807134504,7.810249675906654,0,0,1,0
11250,3,2,6,1,1,8,c2,f1,a8,k7/8/8/8/8/8/2K5/5R2 w - - 0 1,eleven,11,win_10_plus,0,0,3,6,12,3,6.324555320336759,8.602325267042627,0,0,1,1
11251,3,2,6,1,2,7,c2,f1,b7,8/1k6/8/8/8/8/2K5/5R2 w - - 0 1,eleven,11,win_10_plus,1,1,2,5,10,3,5.0990195135927845,7.211102550927978,0,0,0,0
11252,3,2,6,1,2,8,c2,f1,b8,1k6/8/8/8/8/8/2K5/5R2 w - - 0 1,eleven,11,win_10_plus,0,1,3,6,11,3,6.082762530298219,8.06225774829855,0,0,1,0
11253,3,2,6,1,7,4,c2,f1,g4,8/8/8/8/6k1/8/2K5/5R2 w - - 0 1,eleven,11,win_10_plus,1,3,2,4,4,3,4.47213595499958,3.1622776601683795,0,0,0,0
11254,3,2,6,1,7,6,c2,f1,g6,8/8/6k1/8/8/8/2K5/5R2 w - - 0 1,eleven,11,win_10_plus,1,2,2,4,6,3,5.656854249492381,5.0990195135927845,0,0,0,0
11255,3,2,6,1,7,8,c2,f1,g8,6k1/8/8/8/8/8/2K5/5R2 w - - 0 1,eleven,11,win_10_plus,0,1,3,6,8,3,7.211102550927978,7.0710678118654755,0,0,1,0
11256,3,2,6,1,8,2,c2,f1,h2,8/8/8/8/8/8/2K4k/5R2 w - - 0 1,eleven,11,win_10_plus,0,1,3,5,3,3,5.0,2.23606797749979,0,0,1,0
11257,3,2,6,1,8,3,c2,f1,h3,8/8/8/8/8/7k/2K5/5R2 w - - 0 1,eleven,11,win_10_plus,0,2,3,5,4,3,5.0990195135927845,2.8284271247461903,0,0,1,0
11258,3,2,6,1,8,4,c2,f1,h4,8/8/8/8/7k/8/2K5/5R2 w - - 0 1,eleven,11,win_10_plus,0,3,3,5,5,3,5.385164807134504,3.605551275463989,0,0,1,0
11259,3,2,6,1,8,5,c2,f1,h5,8/8/8/7k/8/8/2K5/5R2 w - - 0 1,eleven,11,win_10_plus,0,3,3,5,6,3,5.830951894845301,4.47213595499958,0,0,1,0
11260,3,2,6,1,8,6,c2,f1,h6,8/8/7k/8/8/8/2K5/5R2 w - - 0 1,eleven,11,win_10_plus,0,2,3,5,7,3,6.4031242374328485,5.385164807134504,0,0,1,0
11261,3,2,6,1,8,7,c2,f1,h7,8/7k/8/8/8/8/2K5/5R2 w - - 0 1,eleven,11,win_10_plus,0,1,3,5,8,3,7.0710678118654755,6.324555320336759,0,0,1,0
11262,3,2,6,1,8,8,c2,f1,h8,7k/8/8/8/8/8/2K5/5R2 w - - 0 1,eleven,11,win_10_plus,0,0,3,6,9,3,7.810249675906654,7.280109889280518,0,0,1,1
11263,3,2,6,2,1,6,c2,f2,a6,8/8/k7/8/8/8/2K2R2/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,4,9,3,4.47213595499958,6.4031242374328485,0,0,1,0
11264,3,2,6,2,1,7,c2,f2,a7,8/k7/8/8/8/8/2K2R2/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,5,10,3,5.385164807134504,7.0710678118654755,0,0,1,0
11265,3,2,6,2,1,8,c2,f2,a8,k7/8/8/8/8/8/2K2R2/8 w - - 0 1,eleven,11,win_10_plus,0,0,3,6,11,3,6.324555320336759,7.810249675906654,0,0,1,1
11266,3,2,6,2,2,7,c2,f2,b7,8/1k6/8/8/8/8/2K2R2/8 w - - 0 1,eleven,11,win_10_plus,1,1,2,5,9,3,5.0990195135927845,6.4031242374328485,0,0,0,0
11267,3,2,6,2,2,8,c2,f2,b8,1k6/8/8/8/8/8/2K2R2/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,6,10,3,6.082762530298219,7.211102550927978,0,0,1,0
11268,3,2,6,2,7,4,c2,f2,g4,8/8/8/8/6k1/8/2K2R2/8 w - - 0 1,eleven,11,win_10_plus,1,3,2,4,3,3,4.47213595499958,2.23606797749979,0,0,0,0
11269,3,2,6,2,7,5,c2,f2,g5,8/8/8/6k1/8/8/2K2R2/8 w - - 0 1,eleven,11,win_10_plus,1,3,2,4,4,3,5.0,3.1622776601683795,0,0,0,0
11270,3,2,6,2,7,6,c2,f2,g6,8/8/6k1/8/8/8/2K2R2/8 w - - 0 1,eleven,11,win_10_plus,1,2,2,4,5,3,5.656854249492381,4.123105625617661,0,0,0,0
11271,3,2,6,2,7,8,c2,f2,g8,6k1/8/8/8/8/8/2K2R2/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,6,7,3,7.211102550927978,6.082762530298219,0,0,1,0
11272,3,2,6,2,8,2,c2,f2,h2,8/8/8/8/8/8/2K2R1k/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,5,2,3,5.0,2.0,1,0,1,0
11273,3,2,6,2,8,3,c2,f2,h3,8/8/8/8/8/7k/2K2R2/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,5,3,3,5.0990195135927845,2.23606797749979,0,0,1,0
11274,3,2,6,2,8,4,c2,f2,h4,8/8/8/8/7k/8/2K2R2/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,5,4,3,5.385164807134504,2.8284271247461903,0,0,1,0
11275,3,2,6,2,8,5,c2,f2,h5,8/8/8/7k/8/8/2K2R2/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,5,5,3,5.830951894845301,3.605551275463989,0,0,1,0
11276,3,2,6,2,8,6,c2,f2,h6,8/8/7k/8/8/8/2K2R2/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,5,6,3,6.4031242374328485,4.47213595499958,0,0,1,0
11277,3,2,6,2,8,7,c2,f2,h7,8/7k/8/8/8/8/2K2R2/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,5,7,3,7.0710678118654755,5.385164807134504,0,0,1,0
11278,3,2,6,2,8,8,c2,f2,h8,7k/8/8/8/8/8/2K2R2/8 w - - 0 1,eleven,11,win_10_plus,0,0,3,6,8,3,7.810249675906654,6.324555320336759,0,0,1,1
11279,3,2,6,3,2,7,c2,f3,b7,8/1k6/8/8/8/5R2/2K5/8 w - - 0 1,eleven,11,win_10_plus,1,1,2,5,8,3,5.0990195135927845,5.656854249492381,0,0,0,0
11280,3,2,6,3,2,8,c2,f3,b8,1k6/8/8/8/8/5R2/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,6,9,3,6.082762530298219,6.4031242374328485,0,0,1,0
11281,3,2,6,3,7,6,c2,f3,g6,8/8/6k1/8/8/5R2/2K5/8 w - - 0 1,eleven,11,win_10_plus,1,2,2,4,4,3,5.656854249492381,3.1622776601683795,0,0,0,0
11282,3,2,6,3,7,7,c2,f3,g7,8/6k1/8/8/8/5R2/2K5/8 w - - 0 1,eleven,11,win_10_plus,1,1,2,5,5,3,6.4031242374328485,4.123105625617661,0,0,0,0
11283,3,2,6,3,7,8,c2,f3,g8,6k1/8/8/8/8/5R2/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,6,6,3,7.211102550927978,5.0990195135927845,0,0,1,0
11284,3,2,6,3,8,6,c2,f3,h6,8/8/7k/8/8/5R2/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,5,5,3,6.4031242374328485,3.605551275463989,0,0,1,0
11285,3,2,6,3,8,7,c2,f3,h7,8/7k/8/8/8/5R2/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,5,6,3,7.0710678118654755,4.47213595499958,0,0,1,0
11286,3,2,6,3,8,8,c2,f3,h8,7k/8/8/8/8/5R2/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,0,3,6,7,3,7.810249675906654,5.385164807134504,0,0,1,1
11287,3,2,6,4,1,4,c2,f4,a4,8/8/8/8/k4R2/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,2,5,3,2.8284271247461903,5.0,1,1,1,0
11288,3,2,6,4,1,5,c2,f4,a5,8/8/8/k7/5R2/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,3,6,3,3.605551275463989,5.0990195135927845,0,0,1,0
11289,3,2,6,4,1,6,c2,f4,a6,8/8/k7/8/5R2/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,4,7,3,4.47213595499958,5.385164807134504,0,0,1,0
11290,3,2,6,4,2,7,c2,f4,b7,8/1k6/8/8/5R2/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,1,1,2,5,7,3,5.0990195135927845,5.0,0,0,0,0
11291,3,2,6,4,2,8,c2,f4,b8,1k6/8/8/8/5R2/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,6,8,3,6.082762530298219,5.656854249492381,0,0,1,0
11292,3,2,6,4,7,6,c2,f4,g6,8/8/6k1/8/5R2/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,1,2,2,4,3,3,5.656854249492381,2.23606797749979,0,0,0,0
11293,3,2,6,4,8,4,c2,f4,h4,8/8/8/8/5R1k/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,5,2,3,5.385164807134504,2.0,1,0,1,0
11294,3,2,6,4,8,5,c2,f4,h5,8/8/8/7k/5R2/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,5,3,3,5.830951894845301,2.23606797749979,0,0,1,0
11295,3,2,6,4,8,6,c2,f4,h6,8/8/7k/8/5R2/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,5,4,3,6.4031242374328485,2.8284271247461903,0,0,1,0
11296,3,2,6,5,7,3,c2,f5,g3,8/8/8/5R2/8/6k1/2K5/8 w - - 0 1,eleven,11,win_10_plus,1,2,2,4,3,3,4.123105625617661,2.23606797749979,0,0,0,0
11297,3,2,6,5,8,3,c2,f5,h3,8/8/8/5R2/8/7k/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,5,4,3,5.0990195135927845,2.8284271247461903,0,0,1,0
11298,3,2,6,5,8,4,c2,f5,h4,8/8/8/5R2/7k/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,5,3,3,5.385164807134504,2.23606797749979,0,0,1,0
11299,3,2,6,6,1,3,c2,f6,a3,8/8/5R2/8/8/k7/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,2,8,4,2.23606797749979,5.830951894845301,0,1,1,0
11300,3,2,6,6,1,7,c2,f6,a7,8/k7/5R2/8/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,5,6,4,5.385164807134504,5.0990195135927845,0,0,1,0
11301,3,2,6,6,1,8,c2,f6,a8,k7/8/5R2/8/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,0,3,6,7,4,6.324555320336759,5.385164807134504,0,0,1,1
11302,3,2,6,6,7,8,c2,f6,g8,6k1/8/5R2/8/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,6,3,4,7.211102550927978,2.23606797749979,0,0,1,0
11303,3,2,6,6,8,7,c2,f6,h7,8/7k/5R2/8/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,5,3,4,7.0710678118654755,2.23606797749979,0,0,1,0
11304,3,2,6,6,8,8,c2,f6,h8,7k/8/5R2/8/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,0,3,6,4,4,7.810249675906654,2.8284271247461903,0,0,1,1
11305,3,2,6,7,7,2,c2,f7,g2,8/5R2/8/8/8/8/2K3k1/8 w - - 0 1,eleven,11,win_10_plus,1,1,2,4,6,5,4.0,5.0990195135927845,0,0,0,0
11306,3,2,6,7,7,4,c2,f7,g4,8/5R2/8/8/6k1/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,1,3,2,4,4,5,4.47213595499958,3.1622776601683795,0,0,0,0
11307,3,2,6,7,8,2,c2,f7,h2,8/5R2/8/8/8/8/2K4k/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,5,7,5,5.0,5.385164807134504,0,0,1,0
11308,3,2,6,7,8,3,c2,f7,h3,8/5R2/8/8/8/7k/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,5,6,5,5.0990195135927845,4.47213595499958,0,0,1,0
11309,3,2,6,7,8,4,c2,f7,h4,8/5R2/8/8/7k/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,5,5,5,5.385164807134504,3.605551275463989,0,0,1,0
11310,3,2,6,8,7,2,c2,f8,g2,5R2/8/8/8/8/8/2K3k1/8 w - - 0 1,eleven,11,win_10_plus,1,1,2,4,7,6,4.0,6.082762530298219,0,0,0,0
11311,3,2,6,8,7,4,c2,f8,g4,5R2/8/8/8/6k1/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,1,3,2,4,5,6,4.47213595499958,4.123105625617661,0,0,0,0
11312,3,2,6,8,7,6,c2,f8,g6,5R2/8/6k1/8/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,1,2,2,4,3,6,5.656854249492381,2.23606797749979,0,0,0,0
11313,3,2,6,8,8,2,c2,f8,h2,5R2/8/8/8/8/8/2K4k/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,5,8,6,5.0,6.324555320336759,0,0,1,0
11314,3,2,6,8,8,3,c2,f8,h3,5R2/8/8/8/8/7k/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,5,7,6,5.0990195135927845,5.385164807134504,0,0,1,0
11315,3,2,6,8,8,4,c2,f8,h4,5R2/8/8/8/7k/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,5,6,6,5.385164807134504,4.47213595499958,0,0,1,0
11316,3,2,6,8,8,5,c2,f8,h5,5R2/8/8/7k/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,5,5,6,5.830951894845301,3.605551275463989,0,0,1,0
11317,3,2,6,8,8,6,c2,f8,h6,5R2/8/7k/8/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,5,4,6,6.4031242374328485,2.8284271247461903,0,0,1,0
11318,3,2,6,8,8,7,c2,f8,h7,5R2/7k/8/8/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,5,3,6,7.0710678118654755,2.23606797749979,0,0,1,0
11319,3,2,6,8,8,8,c2,f8,h8,5R1k/8/8/8/8/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,0,3,6,2,6,7.810249675906654,2.0,1,0,1,1
11320,3,2,7,1,1,6,c2,g1,a6,8/8/k7/8/8/8/2K5/6R1 w - - 0 1,eleven,11,win_10_plus,0,2,3,4,11,4,4.47213595499958,7.810249675906654,0,0,1,0
11321,3,2,7,1,1,7,c2,g1,a7,8/k7/8/8/8/8/2K5/6R1 w - - 0 1,eleven,11,win_10_plus,0,1,3,5,12,4,5.385164807134504,8.48528137423857,0,0,1,0
11322,3,2,7,1,1,8,c2,g1,a8,k7/8/8/8/8/8/2K5/6R1 w - - 0 1,eleven,11,win_10_plus,0,0,3,6,13,4,6.324555320336759,9.219544457292887,0,0,1,1
11323,3,2,7,1,2,7,c2,g1,b7,8/1k6/8/8/8/8/2K5/6R1 w - - 0 1,eleven,11,win_10_plus,1,1,2,5,11,4,5.0990195135927845,7.810249675906654,0,0,0,0
11324,3,2,7,1,2,8,c2,g1,b8,1k6/8/8/8/8/8/2K5/6R1 w - - 0 1,eleven,11,win_10_plus,0,1,3,6,12,4,6.082762530298219,8.602325267042627,0,0,1,0
11325,3,2,7,1,5,1,c2,g1,e1,8/8/8/8/8/8/2K5/4k1R1 w - - 0 1,eleven,11,win_10_plus,0,3,3,2,2,4,2.23606797749979,2.0,1,1,1,0
11326,3,2,7,2,1,6,c2,g2,a6,8/8/k7/8/8/8/2K3R1/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,4,10,4,4.47213595499958,7.211102550927978,0,0,1,0
11327,3,2,7,2,1,7,c2,g2,a7,8/k7/8/8/8/8/2K3R1/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,5,11,4,5.385164807134504,7.810249675906654,0,0,1,0
11328,3,2,7,2,1,8,c2,g2,a8,k7/8/8/8/8/8/2K3R1/8 w - - 0 1,eleven,11,win_10_plus,0,0,3,6,12,4,6.324555320336759,8.48528137423857,0,0,1,1
11329,3,2,7,2,2,7,c2,g2,b7,8/1k6/8/8/8/8/2K3R1/8 w - - 0 1,eleven,11,win_10_plus,1,1,2,5,10,4,5.0990195135927845,7.0710678118654755,0,0,0,0
11330,3,2,7,2,2,8,c2,g2,b8,1k6/8/8/8/8/8/2K3R1/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,6,11,4,6.082762530298219,7.810249675906654,0,0,1,0
11331,3,2,7,3,2,7,c2,g3,b7,8/1k6/8/8/8/6R1/2K5/8 w - - 0 1,eleven,11,win_10_plus,1,1,2,5,9,4,5.0990195135927845,6.4031242374328485,0,0,0,0
11332,3,2,7,3,2,8,c2,g3,b8,1k6/8/8/8/8/6R1/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,1,3,6,10,4,6.082762530298219,7.0710678118654755,0,0,1,0
11333,3,2,7,4,1,4,c2,g4,a4,8/8/8/8/k5R1/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,2,6,4,2.8284271247461903,6.0,1,1,1,0
11334,3,2,7,4,1,5,c2,g4,a5,8/8/8/k7/6R1/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,3,3,3,7,4,3.605551275463989,6.082762530298219,0,0,1,0
11335,3,2,7,4,1,6,c2,g4,a6,8/8/k7/8/6R1/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,0,2,3,4,8,4,4.47213595499958,6.324555320336759,0,0,1,0
11336,3,2,7,4,2,7,c2,g4,b7,8/1k6/8/8/6R1/8/2K5/8 w - - 0 1,eleven,11,win_10_plus,1,1,2,5,8,4,5.0990195135927845,5.830951894845301,0,0,0,0
